simulation,period,total_sn,total_cost,layer_materials,layer_thicknesses,layer_sns,startover
1209,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1210,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1210,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1211,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1211,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1212,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1212,313,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1213,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1213,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1214,142,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1214,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1215,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1215,313,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1216,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1216,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1217,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1217,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1218,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1218,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1219,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1219,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1220,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1220,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1221,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1221,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1222,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1222,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1223,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1223,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1224,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1224,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1225,142,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1225,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1226,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1226,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1227,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1227,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1228,142,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1228,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1229,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1229,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1230,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1230,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1231,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1231,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1232,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1232,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1233,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1233,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1234,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1234,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1235,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1235,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1236,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1236,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1237,142,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1237,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1238,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1238,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1239,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1239,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1240,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1240,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1241,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1241,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1242,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1242,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1243,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1243,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1244,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1244,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1245,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1245,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1246,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1246,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1247,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1247,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1248,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1248,313,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1249,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1249,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1250,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1250,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1251,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1251,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1252,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1252,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1253,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1253,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1254,142,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1254,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1255,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1255,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1256,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1256,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1257,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1257,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1258,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1258,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1259,141,3.87,53.540625000000006,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[3.0, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1259,311,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1260,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1260,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1261,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1261,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1262,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1262,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1263,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1263,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1264,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1264,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1265,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1265,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1266,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1266,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1267,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1267,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1268,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1268,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1269,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1269,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1270,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1270,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1271,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1271,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
1272,141,3.6500000000000004,50.28402777777779,"['Asphalt Surface (1/2in)', 'Crushed Rock Base (3/4in minus)', 'Stone Backfill (6in coarse aggregate)']","[2.5, 5.0, 19.0]","[0.44, 0.13, 0.1]",False
1272,280,3.88,54.92256944444445,"['Asphalt Surface (1/2in)', 'Asphalt Binder (1in)', 'Stone Backfill (6in coarse aggregate)']","[1.5, 3.0, 19.0]","[0.44, 0.44, 0.1]",False
